sample_id,source_name,source_type,page_type,page_width_mm,page_height_mm,spread_used,image_count,text_length_level,text_length_chars,has_title,has_subtitle,style_category,layout_family,pattern_id,image_arrangement,text_position,image_text_relation,hero_image_exists,hero_image_index,image_orientations,image_ratio_summary,reading_priority,visual_priority,white_space_level,alignment_type,grid_type,composition_axis,symmetry_level,rhythm_type,caption_used,overlay_text,body_column_count,body_position,title_position,main_image_position,secondary_image_position,overflow_strategy,why_this_layout_works,design_notes,quality_score
spread_869,Synthetic 2x Layout Reference 869,visual_archive,spread,148,210,true,5,medium,2416,true,false,Magazine,balanced,gallery_with_text_block,gallery_with_text_block,separate_text_block,text_contextualizes_gallery,true,1,landscape;portrait;square;portrait;landscape,mixed,medium,medium,medium,grid_aligned,adaptive_grid,horizontal,asymmetric,dynamic,false,false,1,right_page,top_left,left_page_gallery,grid,next_page,Grouped images function as a gallery while the text remains separate and readable.,"Synthetic design example; useful for few-shot pattern reasoning, not source evidence.",4
spread_870,Synthetic 2x Layout Reference 870,campaign_analysis,spread,148,210,true,6,long,5772,false,true,Editorial,text-first,one_page_gallery_one_page_text,image_page_text_page,right_page_text,text_contextualizes_images,true,1,landscape;portrait;square;portrait;landscape;square,mixed,high,medium,medium,left_aligned,adaptive_grid,horizontal,semi_symmetric,quiet,false,false,2,right_page,top_left,left_page_gallery,grid,next_page,Separating gallery and text across pages protects readability for longer copy.,Synthetic 2x augmented reference for constrained LLM layout planning; not a real publication record.,4
spread_871,Synthetic 2x Layout Reference 871,exhibition_catalog,spread,148,210,true,1,short,663,true,true,Magazine,image-first,single_full_page,one_large_image,left_page_title,image_sets_mood,true,1,landscape,wide,low,high,high,centered,two_column,horizontal,asymmetric,stable,false,false,0,none,left_page_center,right_page_full,none,next_page,"A strong single image carries the visual message, while sparse text preserves the opening-spread atmosphere.",Generated structural reference designed to diversify image/text layout cases.,4
spread_872,Synthetic 2x Layout Reference 872,exhibition_catalog,spread,148,210,true,1,medium,3196,true,false,Magazine,balanced,single_page_with_text_below,image_above_text,below_image,text_explains_image,true,1,portrait,tall,medium,medium,low,grid_aligned,single_column,vertical,semi_symmetric,stable,false,false,1,bottom,top_left,top_area,none,next_page,The image appears first and the text follows in a clear reading sequence without overlay.,Generated structural reference designed to diversify image/text layout cases.,4
spread_873,Synthetic 2x Layout Reference 873,exhibition_catalog,spread,148,210,true,1,long,5986,true,false,Exhibition Catalog,balanced,single_left_image_right_text,left_image_right_text,right_page_text,text_interprets_image,true,1,portrait,tall,high,medium,high,left_aligned,two_column,horizontal,asymmetric,stable,false,false,1,right_page,left_top,left_page,none,next_page,Separating image and body text across the spread keeps both viewing and reading stable.,Generated structural reference designed to diversify image/text layout cases.,5
spread_874,Synthetic 2x Layout Reference 874,brand_case,spread,148,210,true,1,long,4655,true,true,Editorial,text-first,single_left_text_right_image,left_text_right_image,left_page_text,image_supports_text,true,1,landscape,wide,high,medium,low,grid_aligned,two_column,horizontal,asymmetric,stable,false,false,1,left_page,left_top,right_page,none,next_page,Text begins the reading flow and the image acts as supporting visual evidence.,Generated structural reference designed to diversify image/text layout cases.,5
spread_875,Synthetic 2x Layout Reference 875,editorial,spread,148,210,true,2,short,1005,true,true,Magazine,image-first,two_equal_images,two_images_side_by_side,minimal_text,images_compare_each_other,false,,portrait;portrait,similar,low,high,medium,grid_aligned,two_column,horizontal,symmetric,stable,false,false,0,none,none,left_right_pages,none,next_page,Equal image treatment supports comparison without forcing a hierarchy.,"Synthetic design example; useful for few-shot pattern reasoning, not source evidence.",5
spread_876,Synthetic 2x Layout Reference 876,exhibition_catalog,spread,148,210,true,2,medium,1508,true,false,Magazine,balanced,hero_image_plus_secondary,hero_plus_secondary,below_or_side,text_explains_visual_hierarchy,true,1,landscape;portrait,mixed,medium,high,medium,grid_aligned,modular_grid,vertical,asymmetric,quiet,false,false,1,bottom_right,top_left,left_page_hero,right_page_support,next_page,A dominant image establishes hierarchy while the secondary image adds context.,Augmented sample for testing grid-based layout reasoning and validation.,4
spread_877,Synthetic 2x Layout Reference 877,trend_report,spread,148,210,true,4,medium,3129,false,false,Editorial,balanced,grid_2x2_with_text,grid_2x2,right_page_text,text_explains_image_set,false,,landscape;portrait;square;landscape,mixed,medium,medium,high,grid_aligned,modular_grid,horizontal,semi_symmetric,stable,false,false,1,right_page,top_left,left_page_grid,grid,next_page,A simple grid organizes multiple images while leaving a dedicated reading area.,Augmented sample for testing grid-based layout reasoning and validation.,4
spread_878,Synthetic 2x Layout Reference 878,brand_case,spread,148,210,true,4,medium,3272,true,false,Magazine,image-first,hero_plus_grid,hero_plus_grid,small_text_block,image_leads_text_supports,true,1,landscape;portrait;square;portrait,mixed,low,high,medium,grid_aligned,modular_grid,diagonal,asymmetric,fragmented,false,false,1,bottom_right,none,left_page_hero,right_page_grid,next_page,The hero image provides focus and smaller images create rhythm around it.,"Synthetic design example; useful for few-shot pattern reasoning, not source evidence.",4
spread_879,Synthetic 2x Layout Reference 879,trend_report,spread,148,210,true,5,short,308,false,false,Magazine,balanced,gallery_with_text_block,gallery_with_text_block,separate_text_block,text_contextualizes_gallery,true,1,landscape;portrait;square;portrait;landscape,mixed,medium,medium,medium,left_aligned,adaptive_grid,horizontal,asymmetric,fragmented,false,false,1,right_page,top_left,left_page_gallery,grid,next_page,Grouped images function as a gallery while the text remains separate and readable.,Augmented sample for testing grid-based layout reasoning and validation.,5
spread_880,Synthetic 2x Layout Reference 880,trend_report,spread,148,210,true,6,long,6651,true,false,Exhibition Catalog,text-first,one_page_gallery_one_page_text,image_page_text_page,right_page_text,text_contextualizes_images,true,1,landscape;portrait;square;portrait;landscape;square,mixed,high,medium,high,grid_aligned,adaptive_grid,horizontal,semi_symmetric,quiet,false,false,2,right_page,top_left,left_page_gallery,grid,next_page,Separating gallery and text across pages protects readability for longer copy.,Generated structural reference designed to diversify image/text layout cases.,4
spread_881,Synthetic 2x Layout Reference 881,brand_case,spread,148,210,true,1,short,945,false,false,Magazine,image-first,single_full_page,one_large_image,left_page_title,image_sets_mood,true,1,landscape,wide,low,high,high,left_aligned,two_column,horizontal,asymmetric,stable,false,false,0,none,left_page_center,right_page_full,none,next_page,"A strong single image carries the visual message, while sparse text preserves the opening-spread atmosphere.",Augmented sample for testing grid-based layout reasoning and validation.,4
spread_882,Synthetic 2x Layout Reference 882,trend_report,spread,148,210,true,1,short,237,true,false,Magazine,balanced,single_page_with_text_below,image_above_text,below_image,text_explains_image,true,1,portrait,tall,medium,medium,low,left_aligned,single_column,vertical,semi_symmetric,fragmented,false,false,1,bottom,top_left,top_area,none,next_page,The image appears first and the text follows in a clear reading sequence without overlay.,Synthetic 2x augmented reference for constrained LLM layout planning; not a real publication record.,5
spread_883,Synthetic 2x Layout Reference 883,campaign_analysis,spread,148,210,true,1,long,4551,true,false,Exhibition Catalog,balanced,single_left_image_right_text,left_image_right_text,right_page_text,text_interprets_image,true,1,portrait,tall,high,medium,high,grid_aligned,two_column,horizontal,asymmetric,stable,false,false,1,right_page,left_top,left_page,none,next_page,Separating image and body text across the spread keeps both viewing and reading stable.,"Synthetic design example; useful for few-shot pattern reasoning, not source evidence.",4
spread_884,Synthetic 2x Layout Reference 884,visual_archive,spread,148,210,true,1,long,6246,true,false,Editorial,text-first,single_left_text_right_image,left_text_right_image,left_page_text,image_supports_text,true,1,landscape,wide,high,medium,high,grid_aligned,two_column,horizontal,asymmetric,quiet,false,false,1,left_page,left_top,right_page,none,next_page,Text begins the reading flow and the image acts as supporting visual evidence.,Synthetic 2x augmented reference for constrained LLM layout planning; not a real publication record.,4
spread_885,Synthetic 2x Layout Reference 885,exhibition_catalog,spread,148,210,true,2,short,672,true,false,Magazine,image-first,two_equal_images,two_images_side_by_side,minimal_text,images_compare_each_other,false,,portrait;portrait,similar,low,high,medium,left_aligned,two_column,horizontal,symmetric,stable,false,false,0,none,none,left_right_pages,none,next_page,Equal image treatment supports comparison without forcing a hierarchy.,"Synthetic design example; useful for few-shot pattern reasoning, not source evidence.",4
spread_886,Synthetic 2x Layout Reference 886,visual_archive,spread,148,210,true,2,medium,1368,false,true,Editorial,balanced,hero_image_plus_secondary,hero_plus_secondary,below_or_side,text_explains_visual_hierarchy,true,1,landscape;portrait,mixed,medium,high,medium,grid_aligned,modular_grid,vertical,asymmetric,stable,false,false,1,bottom_right,top_left,left_page_hero,right_page_support,next_page,A dominant image establishes hierarchy while the secondary image adds context.,Augmented sample for testing grid-based layout reasoning and validation.,4
spread_887,Synthetic 2x Layout Reference 887,campaign_analysis,spread,148,210,true,4,medium,3082,false,false,Magazine,balanced,grid_2x2_with_text,grid_2x2,right_page_text,text_explains_image_set,false,,landscape;portrait;square;landscape,mixed,medium,medium,high,left_aligned,modular_grid,horizontal,semi_symmetric,stable,false,false,1,right_page,top_left,left_page_grid,grid,next_page,A simple grid organizes multiple images while leaving a dedicated reading area.,"Synthetic design example; useful for few-shot pattern reasoning, not source evidence.",4
spread_888,Synthetic 2x Layout Reference 888,brand_case,spread,148,210,true,4,medium,2315,true,false,Magazine,image-first,hero_plus_grid,hero_plus_grid,small_text_block,image_leads_text_supports,true,1,landscape;portrait;square;portrait,mixed,low,high,medium,grid_aligned,modular_grid,diagonal,asymmetric,quiet,false,false,1,bottom_right,none,left_page_hero,right_page_grid,next_page,The hero image provides focus and smaller images create rhythm around it.,Augmented sample for testing grid-based layout reasoning and validation.,5
spread_889,Synthetic 2x Layout Reference 889,campaign_analysis,spread,148,210,true,5,medium,3171,true,true,Magazine,balanced,gallery_with_text_block,gallery_with_text_block,separate_text_block,text_contextualizes_gallery,true,1,landscape;portrait;square;portrait;landscape,mixed,medium,medium,medium,grid_aligned,adaptive_grid,horizontal,asymmetric,dynamic,false,false,1,right_page,top_left,left_page_gallery,grid,next_page,Grouped images function as a gallery while the text remains separate and readable.,Synthetic 2x augmented reference for constrained LLM layout planning; not a real publication record.,4
